aid,view,danmaku,reply,favorite,coin,share
4256,1706,90,12,10,0,2
4273,--,29,8,2,0,1
4265,434,10,3,1,0,5
4270,414,6,3,2,0,2
4275,3567,159,11,62,1,2
4279,7507,219,27,229,27,19
4268,4180,90,23,41,3,3
4271,1042,4,5,3,1,2
4287,7954,289,40,63,2,1
4277,1089,23,5,5,1,5
4284,2032,156,12,6,2,4
4276,914,10,8,7,0,3
4288,3716,182,28,44,8,3
4281,2277,63,18,10,0,1
4295,823,22,13,2,0,4
4292,795,20,13,9,1,2
4299,16340,240,9,1,0,1
4300,100211,1213,733,2526,149,27
4289,382,10,2,2,0,3
4296,595,7,14,2,1,2
4308,48851,499,93,1201,157,25
4301,13201,488,140,48,4,5
4293,19102,216,56,274,15,17
4294,512,25,7,13,0,1
4297,1545,57,6,56,4,3
4298,10320,107,159,458,28,15
4315,11409,615,56,91,8,18
4303,9964,72,26,9,3,4
4304,556,55,7,11,2,3
4316,1210,29,2,11,0,3
4311,4405,325,38,42,3,9
4305,1021,21,11,10,0,3
4306,615,14,3,3,0,3
4314,2398,32,16,6,0,3
4312,994,6,4,3,0,6
4323,23668,466,18,52,8,3
4317,111066,3263,82,67,68,6
4320,12393,1093,40,103,7,1
4325,1646,92,28,6,0,0
4318,1477,18,6,5,0,5
4321,4991,118,42,10,2,6
4322,1453,12,7,2,0,2
4346,3503,113,23,117,6,8
4349,4185,52,21,39,1,5
4354,3195,394,13,31,5,3
4344,9409,710,105,12,2,5
4345,4266,282,35,15,2,0
4350,3591,363,48,25,2,3
4360,1405,196,4,1,1,2
4359,830,34,5,3,0,1
4355,763,6,4,1,1,1
4363,3354,121,21,44,7,3
4358,1922,85,5,1,1,4
4356,4225,129,56,39,4,4
4365,11276,666,25,62,4,10
4362,45653,9320,424,1777,57,16
4374,17833,1242,59,162,20,47
4361,2781,301,25,12,0,1
4370,805,15,5,1,0,1
4369,5418,140,17,27,1,2
4381,18745,514,9,262,8,4
4379,4081,400,11,11,0,3
4383,65510,7912,247,3620,146,40
4380,1828,71,7,13,0,1
4389,3212,547,42,36,0,2
4387,5738,164,5,8,2,2
4395,8509,466,34,72,1,4
4385,2209,38,5,3,0,2
4384,31424,1621,48,288,31,23
4378,4587,590,33,16,0,1
4393,1470,112,4,3,0,4
4391,2385,85,12,5,0,1
4398,--,23,20,3,0,2
4397,3558,151,30,8,1,7
4404,3895,821,13,10,6,2
4408,1425,60,8,3,0,3
4414,1754,36,17,18,1,2
4413,3278,128,43,49,6,1
4410,1465,2,11,3,0,1
4406,32743,1887,29,169,31,15
4403,3230,56,19,25,1,4
4421,--,114,10,5,4,1
4422,883,14,6,7,0,3
4419,4844,114,16,109,1,6
4418,3541,196,29,52,3,3
4420,1177,11,9,9,0,2
4434,1021,5,8,8,1,2
4428,1786,86,5,1,2,3
4416,896,14,16,7,0,2
4424,9990,672,60,87,8,9
4435,3944,113,11,39,4,3
4417,37927,4045,261,1541,160,60
4431,1590,0,14,11,4,2
4436,4069,75,27,36,4,2
4439,4849,222,35,14,3,5
4442,2407,93,18,32,6,3
4437,379967,10130,327,2303,278,248
4441,4578,62,12,56,12,6
4438,67928,5263,204,2000,208,37
4453,2655,90,15,16,1,2
4454,746,13,7,2,1,1
4448,1116,57,17,18,1,2
4451,1412,108,19,24,2,4
4450,173848,3195,768,4346,491,175
4457,1088,56,5,4,0,2
4440,1264,33,6,1,2,2
4459,569,9,6,2,0,1
4449,1213,63,7,2,0,1
4463,10955,546,21,80,8,1
4452,3582,99,24,52,1,3
4455,5247,223,42,76,6,6
4456,2129,606,17,14,0,1
4464,4159,339,8,19,1,4
4465,672,24,6,2,0,2
4472,1613,32,12,8,0,2
4461,2268,25,20,13,0,1
4460,13707,528,46,58,5,4
4467,623,23,3,7,1,0
4468,745,49,9,12,0,0
4462,1132,63,6,3,0,4
4466,718,20,4,4,0,2
4477,646,13,5,9,1,2
4480,4677,539,16,20,2,3
4476,--,18096,763,4271,254,126
4475,2989,48,15,11,1,1
4473,895,26,11,11,0,2
4479,507,6,2,2,1,4
4488,2371,542,20,10,4,3
4489,1720,88,11,3,2,3
4478,2901,257,7,8,2,4
4494,1143,75,7,9,0,3
4484,1846,641,20,5,0,0
4486,17814,289,33,283,11,67
4482,1246,26,9,6,0,3
4495,41393,19823,249,134,8,22
4493,2925,34,4,13,1,2
4492,1298,21,10,15,2,3
4490,642,8,1,0,1,0
4491,1691,50,7,3,1,0
4500,4401,2199,96,30,17,5
4496,2560,49,17,20,2,5
4498,3251,41,16,77,8,3
4497,2414,112,27,19,3,0
4511,8599,135,23,57,2,0
4507,517,9,4,1,0,1
4503,3032,22,7,24,1,7
4502,1779,14,4,4,0,3
4513,3574,231,21,14,0,3
4504,1083,135,12,3,0,2
4506,5210,513,40,154,17,10
4514,2295,47,24,16,1,3
4510,2879,98,9,5,0,2
4516,80329,12401,87,321,12,2
4508,3858,195,39,4,1,4
4505,7693,152,29,197,21,19
4517,1115,44,3,23,2,1
4519,4086,104,44,12,2,11
4509,534,2,5,2,0,2
4523,2736,153,9,3,0,3
4518,135772,24398,111,847,51,6
4525,6740,720,31,135,4,6
4529,7245,303,24,25,0,3
4528,1584,71,5,10,0,2
4535,--,309,21,12,2,0
4524,4087,246,26,41,2,5
4530,1407,13,13,3,0,0
4527,1287,31,8,6,1,4
4532,6707,471,47,127,7,4
4534,--,31,7,35,0,2
4531,7583,513,37,255,18,32
4526,1592,19,6,1,0,1
4538,40686,679,38,136,3,5
4533,6987,178,15,78,2,1
4541,3444,89,24,69,0,2
4545,1068,11,14,10,0,1
4542,21420,391,142,710,14,8
4540,4263,247,22,28,0,6
4544,1211,10,6,10,1,6
4550,977,55,16,7,0,2
4552,--,660,177,25,11,74
4546,1169,16,13,16,2,0
4543,2070,31,20,9,0,2
4551,1685,24,5,5,3,9
4553,26803,853,72,151,9,17
4559,5372,174,27,74,2,1
4557,2503,181,39,7,3,3
4555,902,187,8,3,0,0
4548,2408,11,11,3,0,4
4549,757,18,9,11,0,2
4560,7884,165,14,120,3,2
4561,1108,7,3,8,0,2
4562,973,110,7,3,0,1
4563,582,18,9,3,0,0
4564,1921,74,13,25,2,2
4556,1162,13,10,8,1,1
4558,3304,13,8,16,2,6
4565,4799,129,16,13,0,5
4568,6561,399,31,2,0,0
4570,437,3,4,0,1,2
4582,1650,58,9,4,3,0
4566,101802,3058,53,41,58,5
4571,6330,127,29,24,0,0
4567,1351,10,21,15,2,5
4584,7711,159,19,42,1,0
4579,--,482,38,365,16,28
4593,3241,51,14,43,2,4
4595,3884,263,45,119,1,3
4587,--,7194,2573,36233,4454,5875
4583,3166,91,15,13,2,5
4581,2495,60,24,17,1,3
4588,1569,61,10,1,1,3
4586,1720,18,11,8,0,3
4598,5097,107,26,23,2,0
4590,8657,852,59,106,27,4
4589,--,303,18,48,2,3
4599,16905,674,80,31,1,2
4597,1564,4,7,1,1,2
4596,606,11,11,6,1,2
4602,12656,847,64,42,1,2
4603,3907,111,13,53,6,8
4600,14552,518,89,38,2,3
4604,--,48,9,1,0,3
4606,3622,622,25,16,1,1
4607,1435,52,9,33,5,4
4619,955,44,8,10,1,2
4624,3771,776,33,11,4,1
4618,8990,218,32,24,2,2
4625,36164,588,89,990,155,40
4632,3368,84,28,32,2,5
4627,21771,636,49,159,8,12
4633,97991,2599,468,1425,83,15
4637,2600,127,20,52,7,3
4620,8322,419,11,25,3,2
4640,8063,259,20,156,7,11
4634,40114,691,329,1541,361,32
4639,--,252,42,79,18,10
4647,12305,186,26,114,6,2
4644,23841,1161,134,941,53,23
4652,4317,226,49,55,7,11
4641,1304,22,4,0,1,2
4645,20202,816,87,383,35,28
4648,3865,186,45,11,3,0
4646,--,1174,84,558,22,37
4650,2995,160,21,11,2,1
4662,6601,122,17,198,6,2
4651,10771,815,41,33,3,6
4658,14809,681,9,42,2,1
4660,4314,123,31,54,4,0
4656,3100,233,25,43,1,1
4668,404,11,5,2,1,2
4669,341,3,2,1,1,1
4672,1433,24,17,27,2,3
4659,2321,101,30,10,1,1
4677,16179,177,22,104,18,2
4670,9060,800,51,29,1,2
4671,6056,247,13,157,23,33
4682,--,113,18,22,0,0
4673,4257,401,27,28,5,2
4680,517,14,2,2,1,1
4687,945,27,10,12,1,0
4686,2966,56,27,7,1,2
4684,3557,345,7,35,4,3
4679,7165,110,43,129,8,3
4683,2822,275,29,3,1,1
4681,774,19,14,8,3,2
4692,6110,649,20,59,3,4
4693,2679,76,5,24,2,4
4695,11754,1629,79,201,22,6
4700,642,2,7,6,2,1
4689,1822,92,5,1,2,2
4702,1748,149,16,18,1,2
4696,3000,289,17,28,3,3
4706,1494,86,3,14,1,1
4697,1789,84,5,25,1,0
4699,10024,296,33,80,5,5
4704,1457,109,5,15,1,2
4698,2374,983,26,12,1,3
4703,1518,92,5,16,2,3
4705,2471,114,13,3,2,0
4708,1851,160,8,15,3,1
4709,3266,78,42,44,2,2
4711,8402,937,56,54,13,1
4725,10140,826,66,138,2,2
4724,1679,32,14,6,1,5
4716,519,8,4,8,1,4
4726,1032,10,7,17,1,1
4710,10821,1576,49,103,8,7
4722,1192,100,9,11,2,1
4714,912,14,5,5,2,1
4730,4237,208,28,51,6,3
4715,1282,55,4,22,4,0
4723,2387,72,4,25,2,3
4728,994,280,8,3,1,3
4735,1931,6,6,4,1,5
4732,3645,74,7,9,1,1
4727,537,9,2,6,1,1
4729,4161,109,12,46,1,1
4747,20210,509,71,190,6,11
4736,2145,95,16,4,1,1
4749,737,11,2,4,1,3
4752,4328,123,14,5,0,6
4737,869,16,6,3,1,3
4751,4303,174,41,20,4,5
4748,--,262,47,43,2,1
4739,2199,39,8,20,1,3
4756,6478,133,12,108,4,3
4761,2788,138,16,12,2,3
4755,1208,29,15,15,0,0
4762,1814,78,12,24,1,0
4754,3714,46,18,4,0,2
4766,2090,45,15,13,0,4
4763,84858,14861,616,1101,51,8
4771,1077,11,2,1,0,0
4767,5037,135,5,73,3,3
4765,658,52,4,29,1,4
4773,7205,221,23,159,7,6
4778,1269,143,5,1,0,1
4764,864,46,9,20,2,1
4772,35619,3111,60,120,8,2
4774,1261,19,6,1,0,0
4781,3474,11,15,8,0,1
4776,2901,332,13,3,0,0
4785,1975,39,18,8,0,6
4780,1130,20,20,15,1,4
4784,56811,4258,40,424,29,4
4789,5382,44,18,25,2,2
4786,4818,101,36,11,0,3
4791,2123,257,9,25,3,2
4790,845,43,6,8,2,2
4783,1712,83,7,2,0,2
4793,46239,730,133,922,33,108
4788,921,99,8,1,0,3
4802,1939,94,41,5,2,2
4787,25979,547,31,432,33,80
4798,3346,458,18,19,0,2
4792,17058,2560,75,257,39,8
4795,1631,90,27,8,1,2
4809,21116,0,739,55,11,1
4806,3488,84,16,10,0,5
4803,1056,47,8,10,0,2
4812,1743,66,20,11,1,1
4801,1395,39,5,3,0,3
4821,694,139,8,8,0,2
4816,15195,385,82,142,2,0
4813,1680,125,22,17,4,3
4815,7833,152,25,238,9,5
4811,3569,57,23,38,3,4
4829,4790,471,48,17,0,1
4822,3996,119,21,130,11,3
4824,161078,8095,465,2433,238,133
4820,15379,255,54,206,5,3
4828,11010,59,56,25,0,3
4827,1225,37,13,15,1,2
4826,27877,1345,171,363,51,35
4837,1501,46,8,2,0,4
4831,755,11,2,1,0,1
4840,6199,162,22,80,5,4
4845,--,21324,2639,41727,2772,15337
4848,4767,315,26,10,1,1
4841,7902,330,24,17,1,1
4842,10861,183,28,28,2,3
4856,12513,526,69,4,14,8
4857,1840,18,8,1,1,1
4847,1447,70,6,4,0,3
4861,19405,58,24,112,2,2
4849,23553,1025,178,473,9,5
4855,1105,31,20,1,0,3
4864,2249,26,10,40,1,2
4852,1101,75,16,21,4,1
4851,4036,264,36,36,0,3
4866,1207,23,7,14,2,2
4860,774,14,10,1,0,1
4871,24224,2987,47,592,55,29
4862,10829,268,59,149,16,3
4877,678,22,9,6,0,3
4873,97763,5894,479,1755,57,44
4867,47718,608,192,712,19,13
4865,--,501,141,1715,40,160
4870,3392,71,6,36,2,2
4872,3444,588,21,10,3,1
4883,4601,73,34,51,0,3
4875,5163,204,34,30,2,17
4890,2462,87,14,8,0,3
4876,2056,18,12,25,2,2
4879,10032,96,29,67,1,0
4895,1803,66,11,29,0,1
4888,665,14,6,4,0,2
4887,1631,3,6,3,0,3
4892,1901,30,7,6,0,1
4889,13845,526,55,68,17,15
4896,915,68,7,15,2,1
4886,1605,1,3,5,0,2
4893,31889,838,57,509,24,34
4905,2261,53,27,14,1,2
4894,126938,1375,368,1425,75,17
4900,1211,41,12,2,0,3
4902,1499,70,7,5,2,2
4906,1416,54,5,2,0,3
4903,824056,18614,945,1613,529,365
4913,10644,506,21,102,2,3
4914,5684,99,27,51,1,6
4917,4445,597,31,4,1,2
4915,3867,206,32,85,3,4
4928,1371,152,7,10,0,1
4918,241717,1832,323,1090,54,19
4920,7913,693,18,11,0,5
4921,18363,1039,25,195,6,2
4932,835,376,5,3,0,0
4923,4309,176,52,55,2,5
4929,1792,83,20,1,0,1
4933,2302,74,21,2,0,4
4943,18534,1563,105,379,29,16
4948,23952,1104,63,380,40,19
4941,42363,1050,108,152,29,3
4952,415,25,5,4,0,4
4950,1515,62,7,16,0,2
4949,5228,51,14,28,0,3
4942,596,7,2,4,1,3
4940,874,62,6,3,1,1
4946,1976,266,9,6,0,5
4953,3022,23,18,75,7,2
4945,67017,4695,871,3718,309,109
4955,1157,65,7,32,2,2
4960,2278,171,15,25,1,3
4964,3846,354,26,44,1,1
4968,1572,113,18,17,0,0
4970,21032,597,69,158,5,9
4965,4128,333,44,40,1,2
4967,5279,599,10,26,2,3
4969,1157,13,9,3,0,3
4963,11162,975,48,19,0,4
4977,17177,1819,34,134,8,12
4966,2676,31,13,4,0,0
4971,3113,64,12,75,14,1
4976,3273,392,46,41,1,1
4979,9334,788,21,106,3,2
4974,2606,404,11,6,0,2
4984,25302,2126,55,961,19,11
4978,3064,57,8,41,0,2
4981,5328,304,12,28,1,1
4990,234974,14972,367,1257,199,146
4993,17777,212,10,9,0,2
5001,1524,34,21,2,0,1
4999,19576,2306,31,203,7,3
4998,2301,120,15,11,0,1
4991,38170,1266,223,1170,59,20
4994,21086,714,49,351,0,3
5006,79,310,30,5,0,2
5014,1917,411,18,2,0,2
5002,763,24,7,3,0,2
5008,1100,10,3,3,0,2
5007,6298,946,22,16,0,5
5017,11840,10,12,12,6,2
5020,5607,45,23,22,23,3
5013,2476,109,10,6,2,1
5015,13982,525,32,72,2,4
5009,25899,605,115,666,140,41
5024,84,126,32,39,0,4
5019,23397,1471,56,43,5,0
5027,8108,232,8,124,4,7
5022,36483,86,145,384,31,7
5025,11832,559,91,124,2,3
5026,1409,206,16,4,1,1
5039,4850,661,38,13,0,2
5036,3229,33,9,20,2,0
5037,4533,389,26,10,1,6
5041,4409,162,26,94,6,2
5051,7249,424,33,56,3,1
5048,60905,12506,1410,1155,312,163
5040,10985,545,37,163,8,18
5052,156704,52,195,658,87,33
5054,3556,48,10,22,1,3
5045,15457,541,53,493,24,30
5050,5126,81,17,76,4,3
5047,8274,248,27,35,0,4
5057,6357,47,15,3,0,1
5062,5641,59,5,4,5,0
5060,642,150,74,75,2,4
5059,3606,47,9,69,4,6
5058,10113,101,12,3,0,2
5070,11849,508,13,12,2,2
5065,209,61,3,1,1,5
5066,2734,114,11,5,1,3
5071,729,4,3,1,1,4
5069,4502,92,12,4,3,2
5068,52913,7431,138,323,54,104
5073,1282,13,8,13,4,2
5078,1320,68,6,11,1,0
5084,--,385,30,15,0,0
5089,1665,20,10,1,1,3
5088,250,70,24,5,1,3
5087,1975,88,23,18,0,1
5090,9231,142,27,65,1,0
5095,2679,112,14,6,0,1
5083,2184,90,25,66,0,6
5091,126505,5650,651,3506,105,81
5094,3767,120,11,4,1,3
5100,7050,272,38,21,1,2
5106,2513,154,11,1,1,0
5097,57111,926,165,831,37,21
5108,599,119,12,3,0,1
5111,193,64,12,28,0,2
5103,2274,232,10,2,0,4
5112,563,109,18,87,10,4
5113,7433,308,52,96,18,3
5105,45069,868,159,692,47,11
5109,1088,7,2,6,1,3
5110,2233,95,17,46,2,1
5119,14209,311,84,342,21,5
5116,664,17,8,11,0,1
5128,1049,39,6,15,0,3
5121,18763,546,44,213,11,9
5125,34179,43,22,26,1,1
5118,5869,970,15,17,3,4
5131,144,35,7,10,0,0
5132,--,3020,200,433,11,4
5127,1486,32,10,11,1,3
5133,385,378,35,100,2,3
5126,1477,15,14,27,1,4
5135,901,24,19,3,0,1
5129,1739,62,12,11,2,4
5134,2054,48,17,10,0,1
5141,776,13,7,1,0,1
5152,6864,935,13,3,0,5
5157,6394,192,32,54,4,6
5150,1581,10,8,12,0,2
5146,4010,128,6,9,1,1
5163,367,107,24,22,0,4
5159,6126,411,31,60,0,2
5155,2825,133,12,20,3,2
5167,9596,360,29,63,2,13
5171,1715,41,2,15,1,1
5164,967,43,10,7,0,3
5173,2644,39,12,9,0,1
5178,45036,17955,181,576,26,16
5172,4701,495,24,53,2,3
5168,4283,420,16,27,12,2
5169,898,107,11,30,1,1
5170,3464,143,28,30,1,0
5175,11740,509,87,161,7,5
5180,2639,220,21,14,0,2
5194,6272,668,28,12,1,2
5179,4495,190,5,11,0,3
5183,9303,381,17,24,2,5
5182,2831,397,54,5,0,2
5199,2077,401,17,28,3,2
5186,1572,23,14,1,0,3
5197,838,87,5,14,1,4
5192,18754,1061,95,111,9,6
5189,56,149,8,5,1,3
5205,1810,210,8,7,0,5
5196,1782,125,14,3,0,2
5204,32114,1199,50,646,23,8
5206,3550,394,21,14,0,4
5208,3407,4,2,6,1,2
5198,10180,413,31,207,14,5
5211,2915,220,19,5,0,3
5212,587,113,9,24,1,4
5202,516,5,2,8,0,2
5217,865,15,8,1,0,1
5209,3448,293,16,18,0,4
5220,13542,846,76,141,37,5
5229,1082,18,5,8,3,0
5222,5756,168,32,44,1,3
5228,2370,127,14,6,0,0
5227,630,45,4,5,0,1
5234,1940,142,8,3,0,0
5230,2878,115,17,3,0,2
5225,5398,165,21,49,1,4
5238,5827,159,43,231,28,15
5239,33235,1993,189,795,49,16
5241,361,84,22,5,0,5
5233,8144,578,49,311,16,9
5244,20025,66,29,100,0,2
5243,15890,431,26,212,15,36
5247,1983,65,6,11,0,3
5245,7347,140,30,44,2,4
5240,147,27,7,2,0,2
5242,6467,283,16,27,1,4
5252,20099,219,110,189,11,2
5260,2397,18,4,8,0,3
5246,1486,59,15,15,0,1
5262,521,7,4,2,0,1
5255,2367,9,3,1,0,1
5258,8147,93,14,119,23,11
5261,458,8,4,4,0,3
5257,1207,33,5,9,4,1
5256,1764,37,15,13,1,2
5263,4799,63,4,27,0,3
5275,1461,0,7,8,0,1
5273,3833,154,14,7,0,4
5272,21551,1027,24,32,18,5
5268,1784,131,14,2,0,2
5270,1919,127,3,3,1,4
5265,60,31,21,6,2,2
5277,1634,369,8,4,1,2
5266,2983,141,10,11,0,5
5267,42781,1039,206,352,31,12
5281,1663,32,12,5,0,1
5274,3403,31,23,75,13,2
5278,16387,312,40,85,4,9
5295,1550,44,5,14,0,2
5291,186,1292,28,19,1,1
5290,--,179,54,8,0,2
5297,5650,103,30,223,13,1
5284,11455,556,21,127,6,4
5282,2069,9,4,11,0,0
5298,5115,718,34,52,14,2
5283,1278,8,6,2,0,1
5301,2148,48,14,33,1,4
5293,1001,67,4,4,2,0
5286,3223,279,25,19,0,1
5294,1909,59,9,51,4,3
5309,1628,41,5,1,0,1
5319,1063,40,13,16,0,1
5303,998,41,12,1,0,2
5305,135568,23739,372,2406,164,47
5317,--,4416,636,4144,278,267
5313,20250,1380,63,264,62,1
5312,1154,10,3,4,0,2
5307,--,982,13,11,1,3
5315,1164,21,13,3,0,1
5318,540,6,7,5,0,1
5316,243,84,53,22,0,5
5314,156,257,17,1,0,1
5321,1673,48,20,13,1,2
5325,--,487,348,209,122,47
5327,1610,83,11,9,0,0
5324,647,6,5,7,1,3
5322,666,7,3,3,0,1
5329,5464,158,36,33,2,3
5330,4129,499,19,41,3,9
5323,222618,9727,179,1165,148,161
5326,1733,119,12,33,3,7
5331,30239,3968,88,151,106,11
5337,5215,53,26,101,6,1
5332,148,18,7,6,0,2
5343,1285,19,5,2,0,4
5342,13562,1481,27,57,2,1
5347,1432,90,11,4,0,4
5348,3761,255,22,27,1,1
5336,476,16,8,7,1,1
5344,--,486,243,5103,298,20
5339,4603,230,11,11,1,2
5346,6313,603,36,34,2,2
5340,397,3,2,1,0,2
5355,907,12,3,3,0,4
5359,917,7,5,5,0,0
5361,3122,103,19,3,0,1
5349,2100,222,15,1,0,0
5363,2558,94,24,4,0,1
5367,3948,94,18,31,1,3
5362,18,15,12,7,0,1
5364,4185,99,22,84,2,2
5353,3917,31,7,1,0,2
5356,9639,100,19,59,1,2
5368,39866,2900,79,75,15,3
5365,3209,172,14,5,1,3
5373,129448,4769,91,209,33,7
5370,830,37,4,2,0,2
5369,59618,2036,482,453,6,11
5357,171,28,5,13,1,2
5366,62376,5788,180,3262,115,36
5360,1768,17,6,13,0,2
5376,386687,4352,429,301,199,38
5374,64334,1044,58,58,35,6
5381,2186,133,17,5,0,2
5393,76712,1638,72,84,11,6
5383,93,127,6,12,0,1
5385,516,12,4,6,0,2
5380,2652,38,11,21,3,3
5390,26923,533,101,338,27,3
5386,2523,545,18,32,2,1
5379,21941,388,115,268,17,3
5384,811,20,7,9,0,3
5394,2032,65,9,27,0,3
5382,508,14,4,3,0,2
5392,2517,58,10,33,4,6
5396,1364,13,3,4,0,2
5406,1155,15,5,1,0,2
5398,1849,166,7,41,1,2
5402,2663,157,23,44,4,5
5413,1376,28,7,15,0,2
5407,--,93,13,4,0,1
5412,424,2,8,1,0,3
5411,987,298,8,6,1,2
5417,2538,45,9,2,0,4
5421,2049,29,20,5,0,3
5424,1244,14,5,1,0,3
5422,810,39,6,3,0,0
5418,2748,66,74,14,3,1
5425,6975,219,39,72,5,1
5426,11,5,7,5,0,2
5428,8063,112,29,78,2,4
5420,1968,33,7,3,2,0
5423,1780,5,9,12,1,1
5430,3770,117,16,60,3,1
5435,4988,293,7,10,2,0
5432,11692,504,51,117,6,1
5437,3424,45,11,18,0,3
5440,5681,123,21,10,1,7
5441,--,53,102,26,3,6
5436,6024,75,23,37,2,2
5429,8495,107,31,41,0,5
5445,249,219,8,22,0,1
5442,2037,181,12,34,1,0
5448,1959,217,10,1,0,3
5433,1192,31,5,2,0,1
5434,506,3,2,5,1,1
5438,2176,91,222,48,3,4
5444,754,3,4,4,0,2
5451,5894,33,17,5,1,2
5455,--,90,61,35,0,1
5459,3689,109,14,21,2,1
5462,73,95,16,18,1,2
5463,525,0,3,2,0,2
5446,1701,32,8,21,0,5
5450,1982,226,6,15,2,2
5457,6309,45,11,31,1,0
5456,2175,61,6,9,1,2
5469,1343,101,8,3,1,1
5477,22727,540,211,227,2,4
5460,4252,91,14,19,0,3
5464,1463,14,6,5,0,4
5468,2184,105,10,12,0,3
5474,372,1,0,5,0,1
5470,484,35,0,3,0,1
5472,15,3,1,1,0,1
5465,94929,1325,309,2799,204,41
5473,1587,23,18,2,0,2
5478,1230,62,24,7,1,4
5475,1406,96,6,1,1,3
5483,904,23,6,1,0,5
5486,44875,1415,32,53,4,0
5490,1183,52,16,44,2,3
5491,2879,60,19,44,4,8
5487,898,140,33,230,15,14
5495,9167,71,13,101,0,1
5494,--,15,6,13,1,1
5500,19701,182,42,165,3,4
5485,113644,835,53,156,32,3
5488,87007,1306,68,69,10,3
5507,--,447,86,121,28,14
5504,3632,51,21,49,0,4
5501,42238,835,32,48,20,4
5497,3139,162,10,5,0,2
5512,--,6,7,20,0,0
5508,1421,176,3,2,0,4
5505,--,12,14,11,1,0
5516,971,22,12,16,0,0
5520,822,14,6,8,0,1
5513,--,102,9,16,1,2
5510,5091,254,19,16,0,2
5509,133,28,12,17,0,4
5514,--,361,29,115,5,5
5511,992,63,8,7,1,0
5526,2927,31,10,12,0,1
5523,2155,102,12,35,4,5
5515,27877,524,137,560,28,10
5522,170860,5641,712,1355,236,227
5521,768,54,11,10,1,3
5525,--,206,50,43,16,2
5524,1286,20,7,7,0,3
5518,2400,6,4,13,0,1
5519,5537,117,17,46,8,3
5532,1184,52,8,46,1,2
5527,127,108,4,8,2,2
5534,1919,21,6,3,1,0
5543,2221,284,15,4,1,1
5529,1894,7,4,10,1,1
5542,1431,16,10,7,1,3
5531,7853,433,34,77,3,1
5544,141630,3153,492,2275,34,122
5547,17990,852,14,17,15,4
5546,1041,231,13,11,1,2
5539,9824,205,12,38,6,3
5537,12657,95,14,150,7,2
5541,2020,91,10,10,1,1
5551,57399,3206,119,1360,145,46
5550,34370,3351,47,14,8,1
5553,1812,86,17,5,0,3
5545,7880,0,14,9,1,1
5563,1099,60,6,27,0,2
5562,530,1,1,5,0,0
5566,4972,1095,20,7,0,1
5561,69,164,5,11,0,1
5567,1484,12,9,86,7,6
5573,398,8,3,4,0,1
5583,24425,964,36,356,4,4
5577,14083,424,108,158,12,1
5586,2550,8729,164,1115,31,5
5575,19611,39,173,367,29,5
5592,2220,43,12,14,1,6
5576,526,5,2,7,0,3
5588,2582,144,21,15,1,1
5589,3864,109,15,16,0,2
5578,812,5,3,13,1,1
5584,175091,5561,148,1830,58,36
5579,20,6,4,4,0,1
5594,12129,191,120,40,20,0
5585,31108,841,190,1688,140,36
5598,--,28,4,4,0,0
5587,--,2245,232,5440,134,823
5590,1661,67,12,9,1,2
5601,--,73,10,20,2,1
5593,--,40,8,3,0,4
5595,9739,38,5,51,0,1
5599,--,29,18,16,3,2
5608,--,3333,99,1818,232,21
5606,855,48,12,25,2,2
5597,13040,411,11,49,2,6
5603,4185,213,15,64,3,4
5612,939,17,2,2,0,0
5600,1612,94,12,2,1,0
5614,1081,29,6,8,0,5
5602,1304,17,8,2,1,1
5605,3260,140,14,14,0,1
5617,495,92,20,182,1,9
5621,3458,234,14,36,4,0
5622,4094,371,36,21,1,4
5611,11199,188,18,98,24,3
5609,3020,71,15,37,0,4
5615,9781,500,18,4,0,12
5610,443,17,2,1,0,1
5616,1496,12,10,12,1,3
5618,114,169,23,23,1,3
5620,1724,212,4,2,0,3
5613,46565,788,106,302,19,12
5619,3221,114,8,8,1,0
5639,1132,28,4,0,0,2
5643,16514,235,55,782,123,42
5641,4894,26,10,47,2,3
5642,16584,4535,36,40,3,3
5649,1039,14,11,16,1,2
5644,18626,917,37,289,9,4
5653,9,17,10,8,1,2
5651,7930,324,43,141,11,2
5646,3133,162,20,30,3,2
5659,468,36,5,6,0,0
5658,729,10,2,13,0,0
5652,984,5,4,15,0,3
5661,781,14,8,5,2,1
5673,1615,24,4,2,0,1
5660,155082,506,128,471,19,11
5676,15054,810,44,49,1,0
5678,1571,38,28,2,1,1
5670,2616,42,10,15,3,4
5667,1121,208,12,8,0,0
5679,--,607,116,150,0,4
5668,500,11,0,1,0,0
5680,79,106,4,9,0,2
5677,--,545,13,21,4,0
5671,19719,541,39,214,7,2
5672,1694,69,7,3,0,4
5674,672,14,5,13,0,2
5682,1054,51,4,4,0,1
5694,831,12,3,5,0,1
5693,331065,31933,2052,16472,2089,2872
5696,25083,491,24,64,4,5
5690,1099,25,2,10,1,3
5689,3206,53,7,30,2,1
5695,1394,178,6,2,0,2
5701,93,4,2,4,0,3
5703,3091,110,8,45,3,6
5707,847,1,3,2,0,5
5697,1165,22,4,0,1,1
5699,1184,13,4,17,1,1
5700,672,9,2,5,0,2
5709,1010,20,3,18,0,2
5716,814,214,5,5,1,2
5702,723,12,1,6,1,0
5717,1439,46,3,2,0,0
5704,834,42,2,3,1,1
5719,22387,1045,178,911,165,32
5714,3293,120,3,3,1,5
5708,156,80,11,4,0,3
5722,1926,24,2,14,0,3
