aid,view,danmaku,reply,favorite,coin,share
8549,1179,192,3,1,0,1
8553,639,19,2,1,0,2
8563,1201,493,13,22,0,4
8565,869,18,4,8,0,2
8550,6319,84,47,27,1,1
8559,31511,3659,54,311,16,4
8551,29585,1333,35,112,18,39
8557,859,20,6,9,2,2
8566,1285,45,12,22,0,3
8558,1110,168,4,1,0,0
8564,2252,85,8,28,1,3
8562,3717,258,13,2,1,0
8567,519939,356,81,1606,87,38
8568,29345,692,93,387,52,14
8569,5595,827,55,80,3,6
8577,901,16,6,7,0,1
8575,5997,332,54,43,5,6
8578,636,19,1,6,1,3
8588,2126,239,17,5,1,0
8574,6885,871,12,24,6,6
8587,2042,132,10,5,0,1
8591,1213,510,9,7,0,2
8600,11772,339,59,113,25,5
8585,823,33,3,6,0,1
8589,1891,15,9,19,1,1
8598,2141,91,3,51,2,4
8594,1125,36,2,7,1,0
8601,1166,22,9,10,0,4
8597,600,68,6,9,0,0
8602,1669,49,8,6,1,2
8604,1185,25,6,20,1,1
8620,1981,199,11,2,0,2
8613,659,35,6,3,0,2
8622,862,10,13,21,1,1
8626,1881,185,12,35,0,3
8634,1769,46,6,7,0,2
8625,726,53,7,10,1,1
8636,3391,71,7,8,0,3
8630,3752,293,6,4,1,1
8637,6109,590,20,51,0,8
8632,695,29,4,1,0,4
8638,1858,960,10,1,1,0
8639,4504,112,60,12,0,0
8641,2757,154,14,5,0,3
8648,2409,186,12,22,0,0
8653,27726,412,43,415,15,5
8646,830,14,12,9,1,1
8649,3306,84,5,13,1,8
8650,14496,626,64,230,17,3
8652,10725,444,38,49,4,20
8651,85824,2104,313,4032,288,70
8644,536,6,5,6,0,1
8662,5714,169,24,16,1,3
8656,7607,456,35,120,5,2
8664,2098,85,4,3,0,2
8658,8029,1253,36,33,2,2
8669,2242,70,19,16,1,2
8670,2253,127,12,13,0,3
8672,3430,334,8,5,1,2
8659,652,19,6,2,0,3
8666,4295,430,16,49,4,3
8677,2456,27,5,12,0,0
8679,6157,215,44,45,1,3
8673,1012,68,9,8,0,7
8674,1902,40,10,12,2,3
8681,7082,117,29,34,0,1
8680,1257,64,5,1,1,2
8676,995,49,3,3,0,5
8678,4174,204,20,68,4,6
8682,4237,63,14,21,0,6
8693,2990,17,10,8,1,7
8685,1968,109,47,71,4,2
8699,661,61,5,11,0,6
8686,2788,237,26,9,0,0
8700,622,24,5,8,0,5
8684,1354,122,7,14,1,3
8691,5831,315,13,11,0,1
8692,22767,4044,39,129,19,12
8687,2521,151,7,2,0,1
8690,1449,132,5,8,0,1
8698,31836,3777,110,634,30,8
8703,591,8,6,13,1,1
8701,11831,79,54,60,1,1
8695,1138,14,1,1,1,1
8704,4824,100,8,71,0,1
8713,1169,115,9,1,0,2
8707,156,796,15,17,0,2
8708,827,90,4,3,0,4
8721,2278,68,10,12,0,4
8706,1074,28,6,4,1,3
8709,2861,197,15,3,1,4
8710,2285,104,7,6,0,2
8719,3464,189,8,49,3,3
8722,2132,77,12,15,0,0
8730,1425,176,6,3,1,2
8727,573,9,2,7,0,0
8731,773,11,12,8,0,2
8734,2273,187,19,26,3,2
8738,2435,38,17,26,2,2
8729,1744,9,5,18,0,5
8740,52,60,6,2,0,3
8736,1591,83,7,15,0,1
8741,--,102,16,4,1,4
8732,13568,436,67,404,31,11
8744,13109,95,9,10,1,3
8749,4446,139,15,18,0,7
8742,1873,47,8,4,1,3
8743,1546,86,16,2,1,0
8758,4247,35,18,328,8,22
8750,1024,58,11,1,0,1
8755,5388,737,19,21,1,4
8751,2705,26,5,10,1,3
8759,1995,11,8,19,0,1
8754,7876,232,17,201,31,7
8753,1260,16,10,7,0,5
8761,110,71,8,40,0,4
8760,27753,722,91,107,3,18
8756,1003,15,6,2,0,2
8768,1581,61,15,15,4,3
8771,27968,149,110,144,10,135
8762,18286,642,38,440,29,11
8767,2591,253,13,5,2,0
8779,2829,152,17,1,0,1
8766,4796,26,30,3,0,2
8770,2502,324,7,4,0,1
8784,322,101,8,4,0,1
8772,--,338,10,70,0,7
8780,2054,5,8,4,0,3
8777,17411,2199,31,108,14,8
8788,479,11,5,1,1,4
8790,518,10,1,2,1,1
8792,1214,13,3,9,0,3
8787,10111,690,35,59,6,1
8800,3087,180,13,8,2,3
8795,3886,389,28,51,3,0
8789,1935,52,14,8,1,2
8791,20667,427,37,63,4,18
8786,1690,139,10,7,1,0
8794,2610,68,8,12,1,9
8798,2629,165,16,13,0,2
8793,2019,76,7,4,0,0
8796,844,136,9,10,0,3
8807,26128,3146,45,117,7,1
8801,121,170,17,3,0,3
8808,1093,43,5,9,1,1
8802,2677,101,16,12,0,1
8814,4470,70,23,47,4,2
8811,--,422,93,113,2,1
8816,596,21,3,4,0,1
8805,177477,4776,625,4922,629,106
8824,--,594,43,53,0,3
8809,429,15,4,3,0,3
8817,5106,184,44,124,7,3
8822,2277,41,4,4,0,0
8813,1459,131,6,3,0,0
8819,6513,571,48,163,11,4
8820,77,124,10,10,0,2
8818,2161,405,15,16,1,5
8830,73351,1274,243,821,46,21
8825,5954,140,22,33,4,6
8821,--,22,21,4,1,2
8823,3465,23,74,5,1,4
8827,3791,100,21,4,1,1
8831,8876,645,13,13,5,0
8832,141657,695,42,59,29,9
8836,10830,383,39,156,20,21
8853,1090,15,10,4,0,0
8841,3845,329,13,8,2,4
8850,3732,103,24,149,6,9
8848,93184,747,664,2683,165,306
8847,2748,1,11,1,1,0
8844,1867,50,20,2,0,0
8846,13485,514,58,256,11,6
8857,7394,504,26,35,2,1
8859,107634,2839,387,1237,78,28
8849,10227,177,47,41,3,6
8852,5730,554,11,53,2,11
8855,4106,444,22,9,0,2
8862,141,458,20,2,0,2
8866,1926,14,10,4,0,3
8865,6218,458,19,12,2,2
8869,3528,100,20,6,0,2
8863,28504,779,103,1044,66,41
8872,1675,3,5,2,1,1
8867,7457,279,45,87,13,9
8876,517,9,1,5,0,1
8883,910,114,9,20,2,3
8880,27262,52,32,54,4,3
8888,27284,243,185,314,33,15
8892,1099,27,15,25,2,1
8885,2824,48,10,15,1,1
8894,3404,80,17,36,5,5
8886,82,37,15,13,1,5
8890,621,8,9,3,0,4
8893,600,1,1,2,0,1
8897,3928,158,9,5,0,1
8895,2387,100,28,18,0,2
8887,1851,209,15,25,1,2
8899,2648,177,11,3,1,2
8901,1003,23,2,3,0,1
8900,4320,34,11,71,7,5
8906,7424,106,13,90,4,6
8903,1839,75,5,4,0,0
8908,224904,6267,400,864,47,25
8913,4547,32,21,21,0,5
8914,1068,68,8,4,0,0
8910,4346,93,11,33,0,3
8919,1418,25,12,9,0,2
8921,896,61,10,1,0,3
8912,114773,20964,207,181,32,4
8909,15294,286,60,111,4,10
8915,827,191,10,15,0,2
8922,577,14,4,10,1,2
8926,1122,98,16,1,0,2
8917,2738,38,3,8,0,1
8927,4860,76,15,58,9,8
8918,1817,39,6,6,0,3
8923,8838,202,23,11,1,1
8924,37885,947,118,910,54,29
8929,38476,2077,88,655,23,9
8935,3897,135,25,7,0,2
8942,1636,38,11,2,0,1
8934,4852,218,19,6,0,0
8928,6216,814,33,149,8,6
8943,2216,40,9,8,0,5
8941,1050,653,5,10,1,4
8932,90793,4540,63,440,73,65
8947,1236,0,8,4,0,2
8948,--,268,48,36,1,6
8956,10159,650,28,74,0,4
8954,12331,220,17,17,0,5
8946,3911,531,31,63,4,5
8945,2507,210,18,8,0,2
8960,394,6,3,1,0,0
8951,2284,63,9,1,1,1
8950,1494,77,21,7,0,3
8953,1267,19,5,4,0,3
8949,2379,161,9,16,1,2
8965,7863,157,44,19,0,1
8963,3027,65,27,54,3,9
8967,22871,1066,90,182,11,2
8957,253,119,5,2,0,2
8968,1172,531,7,4,0,0
8971,3142,71,14,6,0,2
8977,2540,511,12,5,0,3
8984,14120,1522,32,44,0,1
8974,2210,132,12,6,0,3
8983,3078,313,12,9,1,4
8973,1820,25,2,10,0,2
8975,24442,480,7,81,0,1
8979,1114,48,12,7,0,1
8978,20303,439,44,209,1,0
8980,3823,207,13,21,1,2
8987,1111,5,1,4,0,0
8985,40,25,6,4,0,1
8991,1958,76,5,3,0,2
8989,3214,317,29,8,0,2
8992,84076,4316,258,781,83,57
9005,12236,961,61,90,1,12
8993,7862,205,14,51,1,4
8994,2189,159,40,25,0,3
8995,6295,728,21,14,0,8
9007,144,21,9,4,0,3
9009,3505,499,4,12,0,0
9002,3299,83,19,126,5,12
8999,4652,65,9,11,3,3
8996,1584,35,5,0,0,3
8998,2295,37,18,24,4,2
8997,2146,113,9,11,0,1
9004,3843,379,21,36,0,2
9016,1423,108,5,7,0,3
9010,2624,120,7,6,0,2
9026,26896,113,62,61,1,1
9024,5835,244,21,18,0,6
9012,5030,439,16,41,6,4
9017,1563,28,17,6,0,3
9025,71313,1019,346,1197,81,191
9022,2245,163,16,10,1,5
9013,558,11,7,6,0,2
9021,1926,207,14,6,0,1
9018,10950,391,31,98,5,5
9031,2994,133,25,18,1,2
9034,5412,98,12,50,0,1
9029,3676,40,8,11,0,1
9030,1972,29,9,14,0,1
9028,4296,116,37,24,3,6
9032,3246,82,21,12,1,2
9037,2098,510,10,5,0,1
9042,7314,1086,24,36,1,4
9035,142,132,19,14,0,1
9043,1980,215,14,5,0,2
9036,2800,40,7,11,1,4
9044,1838,11,3,6,0,2
9040,6015,90,13,30,0,2
9054,1208,51,3,3,0,4
9051,17200,713,10,15,5,1
9060,13884,849,71,209,8,3
9050,21774,673,41,90,3,3
9066,6158,101,41,54,2,0
9053,2800,236,26,9,0,3
9057,15725,1628,50,113,8,7
9070,1000,22,8,12,0,2
9055,1027,89,6,1,0,0
9061,1350,52,5,2,0,0
9063,10111,201,28,183,13,7
9062,191,98,12,2,0,0
9072,3607,768,9,12,0,2
9068,2967,166,28,25,2,2
9069,25214,72,159,548,17,26
9078,842,13,3,1,0,2
9086,1435,599,11,7,1,1
9089,7880,273,35,19,0,0
9074,1104,119,18,6,1,3
9077,999,58,6,26,2,6
9076,8866,435,44,189,7,6
9079,9316,598,14,129,6,9
9088,821,4,13,11,0,3
9097,2544,307,16,24,0,2
9102,1950,83,4,18,1,2
9103,789,9,1,3,0,1
9092,2308,82,10,1,1,1
9096,1200,245,18,151,2,3
9094,11045,773,21,84,1,7
9104,7580,591,30,46,1,1
9105,16707,144,11,9,2,2
9106,3402,71,28,35,3,3
9100,2257,68,9,29,3,4
9113,3913,273,27,3,1,2
9109,56446,2931,41,29,29,3
9110,2241,87,6,4,0,0
9122,--,50,13,13,4,3
9119,3641,97,9,23,0,0
9117,2377,51,8,5,0,2
9111,3947,426,23,16,1,3
9124,2149,731,12,8,0,0
9126,2484,101,5,4,1,3
9118,88466,2305,697,1710,276,42
9116,5804,634,46,131,5,1
9130,1396,77,10,1,0,1
9133,2711,29,8,8,0,4
9136,495,7,7,9,0,2
9134,2204,59,9,6,1,1
9137,2118,212,16,10,0,1
9141,1940,12,4,2,0,3
9131,2645,289,16,5,0,0
9127,--,56,12,8,2,1
9144,43,416,12,11,0,3
9139,590,34,3,1,0,4
9147,--,148,39,27,0,2
9150,2774,561,24,1,1,5
9159,400,6,3,6,0,2
9143,6246,106,56,34,0,1
9152,11704,105,47,73,3,23
9160,3178,166,3,5,0,5
9151,13579,585,70,202,3,1
9155,22033,849,27,17,7,2
9154,2473,10,5,1,0,2
9157,2371,230,18,25,2,7
9153,1978,20,15,2,1,0
9158,5351,277,18,23,5,5
9167,477,4,0,3,0,2
9166,1516,85,21,2,0,1
9165,2054,57,5,1,1,1
9181,3892,466,13,8,0,0
9180,996,364,9,16,2,1
9178,5663,143,39,41,1,4
9170,2148,78,17,29,5,7
9171,1029,102,1,7,0,1
9175,2094,123,9,22,1,2
9186,11509,116,36,168,3,2
9182,3218,428,19,8,0,0
9187,3922,41,6,43,3,20
9183,75270,2711,51,168,2,10
9189,1109,38,6,17,0,1
9185,382,6,1,4,0,0
9197,3084,258,16,27,8,5
9195,4517,86,8,3,1,3
9206,2754,141,32,38,0,4
9203,520,45,5,3,0,3
9204,30,9,1,1,0,4
9192,773,8,0,3,0,0
9199,494,7,3,8,0,1
9207,3255,901,12,7,0,2
9219,1015,210,7,2,0,0
9211,2506,42,14,5,0,3
9217,5916,462,44,47,0,3
9222,1127,90,3,2,0,0
9213,6463,59,4,9,1,4
9212,1897,28,8,7,1,3
9214,1060,110,5,4,0,6
9227,9963,1187,66,188,20,7
9229,8005,172,28,27,6,2
9220,855,15,5,4,0,3
9231,8007,2085,25,174,6,17
9237,3319,121,11,76,6,2
9232,8735,138,36,203,13,3
9230,1213,120,8,2,0,2
9228,3485,1272,19,27,3,4
9240,3321,80,15,44,4,4
9234,17781,261,24,257,12,16
9233,37,96,10,19,0,1
9239,1398,332,14,11,1,0
9241,562,99,9,12,0,2
9244,5825,151,23,24,0,2
9235,1432,64,8,28,0,3
9254,725,27,4,5,0,2
9242,998,34,3,4,0,0
9251,7685,391,20,66,0,2
9253,762,17,4,4,0,0
9250,63684,382,82,684,79,128
9258,17920,57,9,123,2,7
9263,620,7,6,6,0,1
9255,3962,358,27,2,0,1
9248,454,10,0,1,0,2
9249,2946,147,24,21,1,3
9257,17,12,13,6,0,3
9256,397,4,4,6,0,3
9259,5224,20,6,47,0,1
9261,2384,59,10,5,0,1
9270,820,7,2,8,0,4
9264,3210,50,6,49,2,5
9267,5747,339,19,243,26,14
9268,1271,29,5,5,0,3
9279,738,11,6,10,1,1
9266,3104,157,13,42,0,6
9280,59806,1396,161,1215,106,77
9282,3689,106,20,5,0,2
9269,657,8,3,14,1,3
9285,589,10,1,1,0,2
9275,1036,35,7,16,1,1
9289,3753,215,11,14,5,5
9288,52,27,5,16,0,0
9291,6177,86,42,30,2,2
9292,3141,851,17,21,1,0
9284,735,22,3,3,0,2
9296,2291,118,18,13,0,3
9290,5411,541,22,54,1,3
9294,15280,512,6,85,1,3
9300,5383,448,18,6,0,2
9302,3920,116,16,175,7,5
9306,1335,29,7,21,3,4
9307,19632,344,16,200,13,17
9297,335994,29140,2436,3108,1552,557
9308,1630,41,6,15,2,0
9309,4391,26,18,94,4,5
9312,6104,372,31,26,0,2
9298,4451,103,25,74,6,2
9316,5406,932,15,11,2,4
9321,585,30,4,2,0,2
9315,1242,30,8,2,0,0
9320,625,61,6,2,0,4
9324,--,10,7,10,0,1
9314,77,242,8,9,1,3
9327,3678,387,8,2,0,2
9329,10317,300,10,15,0,4
9318,50911,1802,124,189,46,20
9331,2116,69,15,34,1,6
9322,4105,273,43,12,1,0
9323,1837,372,9,1,0,0
9326,24319,663,115,80,4,1
9335,1267,44,10,7,0,3
9341,1560,52,18,8,0,0
9330,15085,329,77,232,22,14
9346,3068,48,11,8,1,3
9339,1602,7,4,1,1,5
9342,1573,97,11,5,1,0
9338,1140,810,45,376,22,24
9333,1611,53,3,4,0,1
9337,1337,75,5,2,0,0
9349,72058,2269,60,265,35,34
9351,630,19,8,8,0,2
9350,508,12,4,4,0,2
9355,1051,25,6,11,0,1
9344,4414,90,9,11,2,4
9357,5249,152,10,9,0,2
9354,2482,23,2,1,0,2
9360,1107,68,6,4,0,2
9366,10766,44,17,13,1,4
9352,1073,26,4,20,0,1
9353,1564,45,2,2,0,1
9367,6084,508,17,22,5,6
9376,2736,47,6,5,0,3
9372,4846,205,37,42,0,0
9368,3243,271,6,49,1,49
9382,4101,305,32,108,21,2
9370,6404,129,8,32,5,5
9369,1307,118,46,10,5,1
9374,10382,312,53,241,27,6
9383,15173,1578,78,207,8,40
9381,699,140,5,4,0,3
9386,624,25,1,3,0,0
9388,24638,826,116,627,33,2
9380,1026,47,8,3,0,2
9385,21625,2082,20,7,2,3
9398,1787,69,11,11,1,2
9403,3195,67,10,5,0,3
9408,4532,831,19,30,0,1
9397,5725,201,12,1,0,1
9401,4231,343,15,7,0,1
9402,2943,162,25,96,9,3
9391,3763,185,14,23,1,1
9406,1662,111,2,10,0,2
9395,1974,197,23,4,0,1
9399,3276,895,9,21,2,0
9412,1199,35,8,4,0,2
9407,35740,3,377,578,5,8
9405,8249,1085,12,4,0,1
9410,2214,171,14,33,1,3
9419,4309,590,10,23,4,7
9411,59651,2298,95,185,45,13
9422,1505,77,11,8,0,3
9423,852,42,9,12,0,2
9417,8160,300,43,82,2,3
9416,6438,98,22,34,3,3
9426,32897,4034,150,733,22,6
9424,1371,12,2,3,0,1
9428,2845,21,19,5,0,1
9418,3506,251,31,39,3,2
9435,--,62,16,35,1,2
9425,29,84,6,2,0,1
9432,4022,336,10,6,0,3
9431,4113,123,8,25,1,3
9429,3059,608,16,10,0,1
9434,1572,81,5,3,0,5
9433,22974,858,40,76,9,3
9436,8071,456,6,7,1,3
9443,3152,191,35,11,0,4
9438,1453,25,12,11,2,3
9445,2866,441,8,5,0,4
9449,230840,29759,169,1349,177,42
9444,25492,617,26,207,3,5
9451,2401,79,6,6,0,3
9448,44946,340,44,49,22,5
9457,1828,97,4,2,0,2
9456,11108,167,26,62,0,4
9463,4481,94,20,36,2,3
9452,--,621,55,88,3,8
9464,4174,86,22,39,1,3
9462,3345,27,21,17,0,2
9466,1673,52,11,73,3,1
9475,4924,129,24,28,2,3
9471,587,6,5,3,0,1
9472,1407,553,7,11,0,4
9469,2459,120,7,8,0,1
9477,66,56,11,4,0,5
9480,715,0,2,1,0,1
9476,3219,212,13,17,0,3
9467,19579,580,53,269,9,26
9465,2426,163,38,2,0,3
9474,1179,34,5,4,2,1
9468,4772,153,17,33,1,2
9473,3280,408,16,23,3,5
9485,4684,63,33,25,0,1
9479,98768,1369,79,95,20,2
9470,945,13,8,13,2,1
9486,1838,32,3,1,0,1
9487,2289,32,7,9,0,1
9493,1004,113,6,6,0,2
9490,8760,521,19,52,7,0
9482,288,10,1,2,0,1
9488,5847,301,22,31,4,6
9498,1131,25,10,12,0,2
9497,19996,1108,129,943,45,19
9491,2820,54,16,21,2,2
9496,2013,80,11,12,0,0
9489,3117,300,13,1,0,1
9499,3619,58,9,3,0,1
9501,5141,193,40,130,8,5
9495,2923,122,9,14,2,1
9502,1410,53,18,4,0,2
9506,10773,720,24,23,0,3
9508,9,120,6,5,0,1
9513,2941,21,15,26,1,3
9518,3686,70,12,17,2,5
9505,4387,92,15,48,5,6
9510,970,240,3,1,0,1
9521,1124,39,2,5,0,2
9524,4135,356,9,12,2,1
9526,3035,133,5,15,0,4
9527,8108,126,85,40,3,7
9529,10298,206,20,56,1,2
9522,4331,136,9,2,0,0
9537,6914,657,46,19,1,7
9535,4406,241,43,60,1,2
9528,1699,86,5,4,0,2
9531,30,29,6,10,1,0
9544,1207,21,5,1,0,2
9534,8289,119,14,236,7,17
9536,819,78,6,4,0,5
9542,1926,44,6,0,0,2
9540,--,2,14,4,0,1
9532,2244,64,5,11,0,5
9541,6309,146,13,23,0,4
9550,849,24,15,9,0,2
9552,8348,162,15,9,0,2
9548,844,18,4,1,0,3
9538,985,41,12,3,0,1
9553,1407,25,7,4,0,4
9561,775,58,5,9,0,2
9549,19001,1123,37,434,17,12
9551,6643,306,15,7,1,3
9563,64900,1207,420,1324,85,7
9556,3941,247,60,6,0,1
9560,3436,209,24,3,0,4
9564,1238,32,6,9,0,2
9562,1221,3,8,4,2,0
9567,12515,798,27,42,0,7
9565,4355,147,13,58,5,7
9570,13652,170,28,151,16,10
9573,1238,109,6,5,0,1
9569,11,2,10,5,0,3
9576,4570,185,14,22,2,3
9580,1341,83,7,15,1,2
9577,1737,130,12,4,0,1
9578,1555,19,1,1,1,2
9591,10810,348,69,65,5,2
9579,784,30,2,1,0,2
9582,1116,93,7,10,0,4
9593,453,191,23,45,2,1
9586,3812,237,9,42,2,4
9584,1436,41,4,13,0,2
9592,1491,60,6,8,0,0
9585,2069,67,4,1,0,2
9587,2123,68,11,36,3,3
9589,2763,195,30,37,2,1
9602,11619,540,58,410,25,2
9597,739,19,8,4,1,2
9600,4697,116,21,14,1,1
9615,20916,195,48,67,93,2
9607,1456,100,5,12,0,3
9618,3490,126,16,11,0,3
9606,2162,101,29,16,2,1
9608,5374,355,20,31,1,5
9616,3827,29,21,3,0,3
9609,2610,119,6,1,1,0
9613,5037,218,9,8,0,7
9611,2655,152,16,15,0,1
9620,784,30,4,1,0,4
9614,857,201,1,1,0,2
9628,3249,264,25,11,1,7
9621,1900,39,8,5,0,1
9619,6910,100,22,25,2,0
9623,78,44,18,8,1,2
9622,13156,1051,43,64,4,5
9627,1258,68,6,26,1,0
9639,1058,14,4,3,0,4
9625,11876,84,23,66,7,10
9633,13183,276,38,18,1,4
9630,4275,94,7,9,0,1
9626,12369,624,34,59,1,4
9637,4881,0,20,31,1,5
9642,1239,40,9,7,1,4
9646,2188,75,17,14,4,7
9640,10618,7,19,10,1,4
9643,1703,34,5,12,0,3
9641,42588,1033,80,152,3,6
9652,2108,60,7,3,0,2
9653,6322,111,24,12,0,0
9649,1373,69,2,1,0,0
9654,45637,2731,614,2969,1034,107
9660,3095,135,9,7,0,1
9651,1255,386,66,411,47,19
9672,992,55,5,0,0,1
9659,11969,259,25,169,15,2
9671,3296,29,9,18,1,3
9664,54781,2323,45,35,21,5
9673,1549,49,2,2,2,4
9670,10716,87,18,143,24,7
9662,1553,612,4,11,2,3
9667,5802,280,17,23,1,5
9668,1291,29,6,5,1,1
9679,8664,248,5,43,2,15
9685,3970,112,8,32,1,9
9678,128,82,4,5,0,4
9681,1417,119,13,7,0,0
9677,17987,2640,47,110,7,8
9686,4487,163,17,35,0,4
9680,3392,96,6,17,1,2
9697,--,47,130,16,5,4
9698,3114,162,13,7,0,1
9688,2312,180,17,55,6,11
9687,12241,2105,30,77,9,12
9700,11734,458,38,126,17,15
9689,5111,663,23,50,5,5
9692,8274,156,18,64,15,12
9691,1115,31,8,11,0,1
9701,4892,81,39,89,8,4
9696,3954,224,37,9,0,3
9702,15053,3363,431,3649,172,43
9709,2035,115,5,3,0,2
9710,3873,338,39,35,1,2
9707,10195,836,66,136,0,1
9712,37757,1723,84,217,23,17
9723,19929,688,24,15,8,4
9722,--,1040,45,141,8,5
9720,2391,196,7,9,0,1
9730,1952,178,7,1,0,3
9725,1332,64,4,1,0,0
9732,3653,125,23,3,1,3
9724,1155,19,2,12,0,1
9726,2386,284,11,6,0,0
9728,11722,850,52,27,1,2
9743,1068,19,2,2,1,5
9731,39,142,6,3,0,0
9740,669,117,1,5,0,1
9745,7515,1270,27,31,0,10
9733,4247,286,9,12,0,4
9744,1232,5,1,7,1,2
9735,197512,21108,316,3621,102,24
9738,3736,206,10,37,0,1
9748,3784,558,17,57,0,2
9751,1533,166,6,1,0,3
9761,1776,28,5,10,2,3
9758,--,454,10,1,0,3
9752,1228,273,7,14,0,1
9760,692,66,8,13,0,0
9756,--,661,21,20,0,0
9757,5227,187,19,20,1,7
9765,233695,17027,1033,5230,228,170
9764,1468,157,20,30,16,4
9769,3421,133,16,7,0,1
9772,4034,108,13,12,1,2
9763,2019,1511,38,9,0,2
9777,1221,4,8,3,0,1
9781,1240,93,10,3,0,3
9771,38458,1093,80,130,6,22
9776,7950,485,73,54,0,4
9784,191,80,17,20,5,4
9782,9711,110,14,119,6,3
9773,1236,153,14,2,0,3
9770,849,87,5,2,0,2
9789,2295,171,8,5,0,5
9774,1357,139,8,4,2,6
9778,17922,1254,8,18,2,2
9791,1721,74,9,3,0,2
9780,6667,168,32,65,1,0
9786,805,6,5,6,2,1
9785,59764,2647,55,115,5,23
9790,22311,549,109,192,15,10
9797,12916,517,30,245,20,59
9787,530,27,5,2,0,1
9788,7075,249,2,15,2,1
9798,7681,974,15,14,2,3
9803,1646,25,5,24,2,1
9794,920,16,4,8,0,4
9793,4280,459,16,6,0,3
9801,683,5,6,20,2,5
9802,4308,380,10,28,2,5
9805,602,15,5,5,1,1
9809,2910,205,10,2,0,3
9796,5331,151,24,40,0,3
9806,456,18,10,6,0,3
9808,580,17,5,4,1,0
9814,2534,164,31,55,2,2
9813,2449,17,3,24,6,9
9819,2091,235,17,32,1,4
9816,17524,602,65,289,24,16
9818,9181,727,28,29,0,0
9817,10093,438,31,136,5,5
9812,3966,145,17,42,1,2
9823,1994,82,7,33,1,5
9822,1376,119,12,20,0,2
9829,9441,337,37,113,9,5
9831,3355,692,10,19,1,3
9830,10175,416,24,22,0,5
9842,2173,247,7,8,0,0
9846,1462,51,11,9,1,3
9833,1344,36,18,37,3,3
9834,10,201,4,3,0,0
9837,943,11,4,1,0,3
9849,1581,52,11,2,0,2
9844,1267,47,11,14,2,3
9848,4510,20,5,20,0,3
9850,5295,74,5,62,4,5
9854,661,10,1,2,1,2
9851,164,10,7,20,0,1
9847,524,6,3,1,0,3
9858,38549,1265,131,729,60,28
9853,5872,159,9,27,1,3
9859,2610,298,13,5,3,2
9864,2454,110,12,11,2,3
9857,16017,1160,46,255,20,9
9865,945,31,4,3,0,1
9855,6371,16,34,71,5,14
9873,481,19,6,5,1,1
9868,9289,23,31,13,0,1
9871,555,21,4,2,0,0
9867,4829,165,18,15,1,2
9880,1232,65,10,3,1,4
9869,348,23,3,2,1,2
9881,--,14,5,3,1,2
9875,999,54,5,5,0,2
9872,17,6,1,2,0,1
9878,2346,104,17,24,0,1
9884,630,21,4,2,0,1
9883,4748,233,10,30,2,6
9876,5134,405,39,78,0,5
9887,4549,331,32,47,2,1
9890,1176,28,6,22,1,5
9904,1337,87,20,26,3,2
9906,1496,19,8,26,0,5
9905,7650,251,53,239,28,14
9899,3836,78,16,6,1,9
9908,8531,1644,36,17,2,5
9901,1056,117,13,1,0,1
9912,1099,54,0,2,1,3
9900,5895,501,62,14,1,3
9903,2962,359,24,5,1,4
9914,3607,298,7,84,7,4
9907,532,14,3,5,0,2
9910,787,71,3,17,1,1
9913,1601,115,14,23,0,1
9916,1691,341,4,2,0,3
9911,1458489,100210,2008,6392,1897,889
9917,1468,81,6,9,0,2
9922,406,7,2,2,0,1
9929,1432,54,4,4,0,2
9915,3964,532,26,18,1,4
9920,8500,1287,36,11,1,1
9923,409,12,6,5,0,1
9931,7602,1500,42,24,2,3
9934,2965,136,13,5,3,3
9926,882,16,1,1,0,2
9930,2732,186,21,18,16,3
9928,2483,86,4,3,0,0
9938,3974,100,12,27,0,1
9932,4150,269,40,17,4,4
9925,2566,90,12,2,1,1
9935,2647,198,8,18,0,1
9942,2609,213,22,7,1,3
9933,4094,370,30,26,0,5
9936,923,16,1,2,0,3
9937,48418,4241,61,391,48,52
9951,2910,194,20,27,1,1
9941,757,6,1,1,0,2
9940,2671,358,12,31,0,3
9954,2734,248,8,25,1,0
9953,1860,130,15,14,0,7
9948,1855,63,3,21,1,2
9961,1510,160,6,5,0,3
9946,109,184,9,14,0,4
9949,83801,243,62,469,15,18
9950,6208,1014,65,65,1,1
9960,6132,509,61,80,3,1
9955,16830,1528,48,221,11,25
9958,2191,459,7,1,0,4
9965,--,89,17,4,0,2
9973,16,13,6,1,0,2
9966,12257,1374,26,105,6,29
9970,1286,43,3,2,0,0
9974,4142,538,15,39,4,3
9975,973,15,10,5,0,3
9979,8115,274,31,19,1,5
9964,724,24,2,3,0,5
9978,4562,485,12,65,5,6
9968,555,27,2,0,1,2
9982,3153,66,15,7,2,2
9967,1455,179,18,3,1,4
9977,1143,26,6,1,0,3
9980,3005,463,21,9,1,4
9981,15794,415,102,240,6,11
9986,1139,12,5,1,0,3
9983,41061,1412,141,418,57,27
9987,2168,253,5,4,0,2
9984,806,27,2,3,0,1
9989,1714,39,5,13,2,7
10000,77092,597,572,590,72,36
